Psalter,Psalter Book,Psalm,Version,Meter,Canto,CantoID,Paragraph,StanzaQuartrain,LineIndent,LineNum,VerseNum,SpanText
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:4-8,2,3,6,Y,22,7,our haters put to shame.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:4-8,2,3,6,N,23,8,"In God we all the day do boast,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:4-8,2,3,6,Y,24,8,and ever praise thy name.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,7,N,25,9,"But now we are cast off by thee,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,7,Y,26,9,and us thou putt'st to shame;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,7,N,27,9,"And when our armies do go forth,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,7,Y,28,9,thou go'st not with the same.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,8,N,29,10,"Thou mak'st us from the enemy,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,8,Y,30,10,"faint-hearted, to turn back;"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,8,N,31,10,And they who hate us for themselves
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,4,8,Y,32,10,our spoils away do take.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,9,N,33,11,Like sheep for meat thou gavest us;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,9,Y,34,11,'mong heathen cast we be.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,9,N,35,12,Thou didst for nought thy people sell;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,9,Y,36,12,their price enrich'd not thee.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,10,N,37,13,Thou mak'st us a reproach to be
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,10,Y,38,13,unto our neighbours near;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,10,N,39,13,Derision and a scorn to them
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,5,10,Y,40,13,that round about us are.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,6,11,N,41,14,A by-word also thou dost us
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,6,11,Y,42,14,among the heathen make;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,6,11,N,43,14,"The people, in contempt and spite,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:9-14,3,6,11,Y,44,14,at us their heads do shake.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,6,12,N,45,15,Before me my confusion
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,6,12,Y,46,15,continually abides;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,6,12,N,47,15,And of my bashful countenance
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,6,12,Y,48,15,the shame me ever hides:
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,13,N,49,16,"For voice of him that doth reproach,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,13,Y,50,16,and speaketh blasphemy;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,13,N,51,16,"By reason of th' avenging foe,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,13,Y,52,16,and cruel enemy.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,14,N,53,17,"All this is come on us, yet we"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,14,Y,54,17,have not forgotten thee;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,14,N,55,17,Nor falsely in thy covenant
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,7,14,Y,56,17,behav'd ourselves have we.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,8,15,N,57,18,Back from thy way our heart not turn'd;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,8,15,Y,58,18,our steps no straying made;
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,8,15,N,59,19,"Though us thou brak'st in dragons' place,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:15-19,4,8,15,Y,60,19,and cover'dst with death's shade.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,8,16,N,61,20,"If we God's name forgot, or stretch'd"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,8,16,Y,62,20,"to a strange god our hands,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,8,16,N,63,21,Shall not God search this out? for he
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,8,16,Y,64,21,heart's secrets understands.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,17,N,65,22,"Yea, for thy sake we're kill'd all day,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,17,Y,66,22,counted as slaughter-sheep.
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,17,N,67,23,"Rise, Lord, cast us not ever off;"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,17,Y,68,23,"awake, why dost thou sleep?"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,18,N,69,24,O wherefore hidest thou thy face?
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,18,Y,70,24,"forgett'st our cause distress'd,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,18,N,71,25,And our oppression? For our soul
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,9,18,Y,72,25,is to the dust down press'd:
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,10,19,N,73,25,Our belly also on the earth
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,10,19,Y,74,25,"fast cleaving, hold doth take."
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,10,19,N,75,26,"Rise for our help, and us redeem,"
1650 Psalter,Book 2 (Psalm 42-72),44,First,"8,6,8,6",Ps. 44:20-26,5,10,19,Y,76,26,ev'n for thy mercies' sake.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,1,N,1,1,My heart brings forth a goodly thing;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,1,Y,2,1,my words that I indite
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,1,N,3,1,Concern the King: my tongue's a pen
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,1,Y,4,1,of one that swift doth write.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,2,N,5,2,Thou fairer art than sons of men:
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,2,Y,6,2,into thy lips is store
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,2,N,7,2,Of grace infus'd; God therefore thee
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,1,2,Y,8,2,hath bless'd for evermore.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,3,N,9,3,"O thou that art the mighty One,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,3,Y,10,3,thy sword gird on thy thigh;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,3,N,11,3,"Ev'n with thy glory excellent,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,3,Y,12,3,and with thy majesty.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,4,N,13,4,"For meekness, truth, and righteousness,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,4,Y,14,4,in state ride prosp'rously;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,4,N,15,4,And thy right hand shall thee instruct
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,2,4,Y,16,4,in things that fearful be.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,3,5,N,17,5,Thine arrows sharply pierce the heart
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,3,5,Y,18,5,of th' en'mies of the King;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,3,5,N,19,5,And under thy subjection
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:1-5 I,1,3,5,Y,20,5,the people down do bring.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,3,6,N,21,6,"For ever and for ever is,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,3,6,Y,22,6,"O God, thy throne of might;"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,3,6,N,23,6,The sceptre of thy kingdom is
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,3,6,Y,24,6,a sceptre that is right.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,7,N,25,7,"Thou lovest right, and hatest ill;"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,7,Y,26,7,"for God, thy God, most high,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,7,N,27,7,Above thy fellows hath with th' oil
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,7,Y,28,7,of joy anointed thee.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,8,N,29,8,"Of aloes, myrrh, and cassia,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,8,Y,30,8,"a smell thy garments had,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,8,N,31,8,"Out of the iv'ry palaces,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,4,8,Y,32,8,whereby they made thee glad.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,5,9,N,33,9,Among thy women honourable
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,5,9,Y,34,9,kings' daughters were at hand:
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,5,9,N,35,9,Upon thy right hand did the queen
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:6-9 I,2,5,9,Y,36,9,in gold of Ophir stand.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,5,10,N,37,10,"O daughter, hearken and regard,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,5,10,Y,38,10,and do thine ear incline;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,5,10,N,39,10,"Likewise forget thy father's house,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,5,10,Y,40,10,and people that are thine.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,11,N,41,11,Then of the King desir'd shall be
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,11,Y,42,11,thy beauty veh'mently:
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,11,N,43,11,"Because he is thy Lord, do thou"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,11,Y,44,11,him worship rev'rently.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,12,N,45,12,The daughter there of Tyre shall be
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,12,Y,46,12,with gifts and off 'rings great:
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,12,N,47,12,Those of the people that are rich
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:10-12 I,3,6,12,Y,48,12,thy favour shall entreat.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,13,N,49,13,"Behold, the daughter of the King"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,13,Y,50,13,all glorious is within;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,13,N,51,13,And with embroideries of gold
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,13,Y,52,13,her garments wrought have been.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,14,N,53,14,She shall be brought unto the King
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,14,Y,54,14,in robes with needle wrought;
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,14,N,55,14,Her fellow-virgins following
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,7,14,Y,56,14,shall unto thee be brought.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,15,N,57,15,"They shall be brought with gladness great,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,15,Y,58,15,"and mirth on ev'ry side,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,15,N,59,15,"Into the palace of the King,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,15,Y,60,15,and there they shall abide.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,16,N,61,16,"Instead of those thy fathers dear,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,16,Y,62,16,"thy children thou may'st take,"
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,16,N,63,16,And in all places of the earth
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,8,16,Y,64,16,them noble princes make.
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,9,17,N,65,17,Thy name remember'd I will make
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,9,17,Y,66,17,through ages all to be:
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,9,17,N,67,17,The people therefore evermore
1650 Psalter,Book 2 (Psalm 42-72),45,First,"8,6,8,6",Ps. 45:13-17 I,4,9,17,Y,68,17,shall praises give to thee.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,1,N,1,1,My heart inditing is
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,1,Y,2,1,good matter in a song:
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,1,N,3,1,"I speak the things that I have made,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,1,Y,4,1,which to the King belong:
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,2,N,5,1,"My tongue shall be as quick,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,2,Y,6,1,"his honour to indite,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,2,N,7,1,As is the pen of any scribe
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,9,2,Y,8,1,that useth fast to write.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,3,N,9,2,Thou'rt fairest of all men;
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,3,Y,10,2,grace in thy lips doth flow:
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,3,N,11,2,And therefore blessings evermore
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,3,Y,12,2,on thee doth God bestow.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,4,N,13,3,"Thy sword gird on thy thigh,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,4,Y,14,3,thou that art most of might:
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,4,N,15,3,"Appear in dreadful majesty,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,10,4,Y,16,3,and in thy glory bright.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,11,5,N,17,4,"For meekness, truth, and right,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,11,5,Y,18,4,ride prosp'rously in state;
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,11,5,N,19,4,And thy right hand shall teach to thee
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:1-4 II,1,11,5,Y,20,4,things terrible and great.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,11,6,N,21,5,Thy shafts shall pierce their hearts
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,11,6,Y,22,5,that foes are to the King;
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,11,6,N,23,5,Whereby into subjection
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,11,6,Y,24,5,the people thou shalt bring.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,7,N,25,6,"Thy royal seat, O Lord,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,7,Y,26,6,for ever shall remain:
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,7,N,27,6,The sceptre of thy kingdom doth
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,7,Y,28,6,all righteousness maintain.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,8,N,29,7,"Thou lov'st right, and hat'st ill;"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,8,Y,30,7,"for God, thy God, most high,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,8,N,31,7,Above thy fellows hath with th' oil
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,12,8,Y,32,7,of joy anointed thee.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,9,N,33,8,Of myrrh and spices sweet
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,9,Y,34,8,"a smell thy garments had,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,9,N,35,8,"Out of the iv'ry palaces,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,9,Y,36,8,whereby they made thee glad.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,10,N,37,9,And in thy glorious train
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,10,Y,38,9,kings' daughters waiting stand;
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,10,N,39,9,"And thy fair queen, in Ophir gold,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:5-9 II,2,13,10,Y,40,9,doth stand at thy right hand.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,11,N,41,10,"O daughter, take good heed,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,11,Y,42,10,"incline, and give good ear;"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,11,N,43,10,"Thou must forget thy kindred all,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,11,Y,44,10,and father's house most dear.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,12,N,45,11,Thy beauty to the King
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,12,Y,46,11,shall then delightful be:
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,12,N,47,11,"And do thou humbly worship him,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,14,12,Y,48,11,because thy Lord is he.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,15,13,N,49,12,The daughter then of Tyre
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,15,13,Y,50,12,"there with a gift shall be,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,15,13,N,51,12,And all the wealthy of the land
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:10-12 II,3,15,13,Y,52,12,shall make their suit to thee.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,15,14,N,53,13,The daughter of the King
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,15,14,Y,54,13,all glorious is within;
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,15,14,N,55,13,And with embroideries of gold
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,15,14,Y,56,13,her garments wrought have been.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,15,N,57,14,She cometh to the King
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,15,Y,58,14,in robes with needle wrought;
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,15,N,59,14,The virgins that do follow her
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,15,Y,60,14,shall unto thee be brought.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,16,N,61,15,"They shall be brought with joy,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,16,Y,62,15,"and mirth on ev'ry side,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,16,N,63,15,"Into the palace of the King,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,16,16,Y,64,15,and there they shall abide.
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,17,17,N,65,16,"And in thy fathers' stead,"
1650 Psalter,Book 2 (Psalm 42-72),45,Second,"6,6,8,6",Ps. 45:13-17 II,4,17,17,Y,66,16,"thy children thou may'st take,"
